num_pods,num_clients,session_duration_s,cpu_m,mem_Mi,net_rx_KBps,net_tx_KBps,avg_latency_s,z1_bit,z2_bit,z3_bit,n_sw_z1,n_sw_z2,n_sw_z3,total_stall,start_time,q_res_z1,q_res_z2,q_res_z3,q_sw_z1,q_sw_z2,q_sw_z3,q_stall,QoE
4,2,60,35,41,24,988,0,855985896.1329551,53467507534.58838,361513915140.49475,1.0,1.0,1.0,0.0,5.8e-05,5.0,4.962371680286006,4.962371680286006,0.01129979570990807,0.01129979570990807,0.01129979570990807,0.0,4.977162308375894
4,2,70,34,41,23,931,0,817742967.0106745,58478922920.47043,375127465590.9712,1.0,1.0,1.0,0.0,5.7e-05,5.0,4.965845255628024,4.965845255628024,0.010256679991584262,0.010256679991584262,0.010256679991584262,0.0,4.979251796696824
4,2,80,32,41,22,749,0,805317935.8510525,57542717165.56084,367089867688.9281,1.0,1.0,1.0,0.0,6.05e-05,5.0,4.969997564935065,4.969997564935065,0.00900974025974026,0.00900974025974026,0.00900974025974026,0.0,4.981729379220779
4,2,90,34,42,24,875,0,949304088.8996456,71992741138.50905,459299073058.7919,1.0,1.0,1.0,0.0,5.9499999999999996e-05,5.0,4.973675478065241,4.973675478065243,0.007905261842269716,0.007905261842269716,0.007905261842269716,0.0,4.983941531577302
4,3,30,49,42,28,1275,0,319542861.8545533,25961243007.197407,157428287437.75375,1.0,1.0,1.0,0.0,5.666666666666667e-05,5.0,4.915326923076923,4.915326923076923,0.02542735042735043,0.02542735042735043,0.02542735042735043,0.0,4.94892705982906
4,3,40,45,42,32,891,0,381059599.9504636,27668727722.32408,161309938408.9375,1.0,1.0,1.0,0.040406000000000004,5.966666666666666e-05,5.0,4.939814935064935,4.939814935064935,0.01807359307359307,0.01807359307359307,0.01807359307359307,0.00101015,4.959270675779219
4,3,50,45,42,33,1162,0,456218806.2717674,34599996359.36164,225933188050.1808,1.0,1.0,1.0,0.0,5.5333333333333334e-05,5.0,4.950291124590949,4.950291124590949,0.01492759021292823,0.01492759021292823,0.01492759021292823,0.0,4.969921813831022
4,3,60,48,42,32,1148,0,581593519.2679143,43772057770.615204,268397207169.28885,1.0,1.0,1.0,0.0,5.566666666666667e-05,5.0,4.9574831497616305,4.9574831497616305,0.012767822894405173,0.012767822894405173,0.012767822894405173,0.0,4.974237755367418
4,3,70,49,42,33,1439,0,662649662.359432,54206349350.75887,351118319411.9482,1.0,1.0,1.0,0.0,5.633333333333334e-05,5.0,4.962442543411645,4.962442543411645,0.011278515491998639,0.011278515491998639,0.011278515491998639,0.0,4.97721201419816
4,3,80,49,42,34,1160,0,742636675.8886126,57982708099.94622,369800772247.4003,1.0,1.0,1.0,0.0,5.766666666666667e-05,5.0,4.969260958205912,4.969260958205912,0.009230943481708007,0.009230943481708007,0.009230943481708007,0.0,4.981299377313399
